"","AGE","WORKCLASS","FNLWGT","EDUCATION","EDUCATIONNUM","MARITALSTATUS","OCCUPATION","RELATIONSHIP","RACE","SEX","CAPITALGAIN","CAPITALLOSS","HOURSPERWEEK","NATIVECOUNTRY","ABOVE50K"
"28592",32," Private",330715," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"28594",50," State-gov",172970," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," Puerto-Rico",0
"28596",35," Private",61518," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,35," United-States",0
"28598",24," Private",281356," 1st-4th",2," Never-married"," Farming-fishing"," Not-in-family"," Other"," Male",0,0,66," Mexico",0
"28599",40," Private",138975," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,56," United-States",0
"28600",31," Private",176969," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,55," United-States",0
"28601",43," Private",132393," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," Poland",0
"28603",40," Private",478205," Bachelors",13," Never-married"," Prof-specialty"," Other-relative"," White"," Female",0,0,40," United-States",0
"28604",75," ?",128224," 5th-6th",3," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,25," United-States",0
"28605",52," Local-gov",30118," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",3137,0,42," United-States",0
"28606",51," Self-emp-not-inc",290688," 5th-6th",3," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"28609",40," Self-emp-not-inc",29036," Some-college",10," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,35," United-States",0
"28610",33," Private",348152," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"28612",29," Private",151382," Assoc-voc",11," Divorced"," Handlers-cleaners"," Unmarried"," White"," Male",0,0,50," United-States",0
"28613",37," Private",236359," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,37," United-States",0
"28615",19," Private",138760," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," United-States",0
"28616",46," Local-gov",354962," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",0,0,40," United-States",0
"28618",37," Private",393360," Some-college",10," Never-married"," Protective-serv"," Own-child"," Black"," Male",0,0,30," United-States",0
"28619",34," Private",210736," Some-college",10," Separated"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," ?",0
"28620",38," Private",110013," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,43," United-States",0
"28621",26," Private",193304," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"28622",34," Private",118551," Bachelors",13," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,35," United-States",0
"28623",57," Private",201991," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",0
"28625",26," Local-gov",283217," Some-college",10," Never-married"," Protective-serv"," Own-child"," White"," Male",0,0,40," United-States",0
"28633",18," Private",62972," 11th",7," Never-married"," Other-service"," Own-child"," White"," Male",0,0,16," United-States",0
"28634",21," Private",174907," Assoc-acdm",12," Never-married"," Sales"," Own-child"," White"," Female",0,0,32," United-States",0
"28635",41," Private",176452," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," Peru",0
"28636",46," Private",268358," 11th",7," Separated"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States",0
"28637",55," Federal-gov",176904," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
"28638",27," Private",176683," Assoc-acdm",12," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,52," United-States",0
"28640",36," Private",266461," HS-grad",9," Never-married"," Transport-moving"," Own-child"," Black"," Male",0,0,48," United-States",0
"28642",27," Private",604045," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States",0
"28644",42," Private",97688," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,47," United-States",0
"28645",23," Private",373628," Bachelors",13," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," United-States",0
"28647",41," Self-emp-not-inc",193459," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States",0
"28649",46," Federal-gov",199725," Assoc-voc",11," Divorced"," Craft-repair"," Not-in-family"," Amer-Indian-Eskimo"," Female",0,0,60," United-States",0
"28650",54," Private",156877," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Greece",0
"28655",31," Private",63437," HS-grad",9," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," Ireland",0
"28656",27," Private",160786," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,30," United-States",0
"28658",46," Private",465974," 11th",7," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,30," United-States",0
"28660",36," State-gov",98037," Assoc-voc",11," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",0,0,40," United-States",0
"28663",43," Private",64506," Some-college",10," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,30," United-States",0
"28664",54," Private",128378," Some-college",10," Widowed"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," United-States",0
"28665",24," Private",234460," 9th",5," Never-married"," Machine-op-inspct"," Own-child"," Black"," Female",0,0,40," Dominican-Republic",0
"28666",29," Private",176760," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,55," United-States",0
"28667",40," State-gov",59460," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,38," United-States",0
"28669",31," Private",215047," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,50," United-States",0
"28673",24," Private",229773," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,35," United-States",0
"28675",24," Private",250647," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Guatemala",0
"28677",27," Self-emp-not-inc",151402," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,1573,70," United-States",0
"28678",37," Private",184556," Some-college",10," Divorced"," Tech-support"," Unmarried"," White"," Female",0,0,40," United-States",0
"28680",19," Private",177945," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,25," United-States",0
"28683",47," Private",144351," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,625,40," United-States",0
"28684",22," Private",95566," Some-college",10," Married-spouse-absent"," Sales"," Own-child"," Other"," Female",0,0,22," Dominican-Republic",0
"28686",36," Private",172129," 9th",5," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",0
"28687",49," ?",350759," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States",0
"28689",20," ?",200061," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,40," ?",0
"28690",34," Self-emp-inc",200689," Bachelors",13," Divorced"," Sales"," Unmarried"," White"," Female",0,0,40," United-States",0
"28692",28," Local-gov",135567," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",4101,0,60," United-States",0
"28694",32," Private",137367," 11th",7," Never-married"," Craft-repair"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,40," India",0
"28696",51," Self-emp-inc",96062," Assoc-acdm",12," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",0
"28698",71," Private",97870," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,15," Germany",0
"28700",53," Self-emp-not-inc",101432," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",0
"28702",64," Self-emp-not-inc",165479," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,5," United-States",0
"28708",24," Private",306460," HS-grad",9," Never-married"," Farming-fishing"," Unmarried"," White"," Male",0,0,40," United-States",0
"28709",19," Private",55284," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Female",0,0,25," United-States",0
"28711",22," Private",141028," HS-grad",9," Never-married"," Other-service"," Own-child"," Black"," Male",0,0,30," United-States",0
"28713",63," Private",31389," 11th",7," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,12," United-States",0
"28714",20," Private",415913," Some-college",10," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,30," United-States",0
"28715",33," Private",295591," 5th-6th",3," Married-spouse-absent"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," Mexico",0
"28716",57," ?",202903," 7th-8th",4," Married-civ-spouse"," ?"," Wife"," White"," Female",1173,0,45," Puerto-Rico",0
"28717",56," Private",159770," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"28720",25," Local-gov",225193," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," Black"," Female",0,0,40," United-States",0
"28722",80," Self-emp-not-inc",225892," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",1409,0,40," United-States",0
"28723",36," Private",605502," 10th",6," Never-married"," Transport-moving"," Not-in-family"," Black"," Female",0,0,40," United-States",0
"28726",52," State-gov",189728," HS-grad",9," Separated"," Other-service"," Not-in-family"," White"," Female",0,0,35," United-States",0
"28727",49," Private",360491," HS-grad",9," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
"28728",30," Private",115040," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",0
"28732",25," Private",149875," Bachelors",13," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States",0
"28734",22," Private",60668," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
"28735",41," Local-gov",153132," Assoc-acdm",12," Separated"," Craft-repair"," Not-in-family"," White"," Male",0,0,50," United-States",0
"28737",54," Private",244770," HS-grad",9," Never-married"," Adm-clerical"," Other-relative"," White"," Female",0,0,40," United-States",0
"28738",38," Private",312108," HS-grad",9," Never-married"," Other-service"," Unmarried"," Black"," Female",0,0,40," United-States",0
"28742",35," Self-emp-not-inc",256992," 5th-6th",3," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,15," Mexico",0
"28743",41," Private",118721," 12th",8," Divorced"," Adm-clerical"," Not-in-family"," Amer-Indian-Eskimo"," Male",0,0,40," United-States",0
"28744",30," Private",151989," Assoc-voc",11," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",0,0,40," United-States",0
"28745",25," Private",109112," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,48," United-States",0
"28750",50," Self-emp-not-inc",99894," 5th-6th",3," Never-married"," Tech-support"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,15," United-States",0
"28751",19," Private",369463," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States",0
"28752",51," Private",79324," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",0
"28753",39," Private",61178," Bachelors",13," Divorced"," Adm-clerical"," Unmarried"," White"," Male",0,0,40," United-States",0
"28754",20," Private",204226," 11th",7," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," United-States",0
"28755",17," Private",183110," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,16," United-States",0
"28757",25," Private",167031," Some-college",10," Never-married"," Other-service"," Other-relative"," Other"," Female",0,0,25," Ecuador",0
"28758",36," Private",108997," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
"28759",65," Private",176796," Doctorate",16," Widowed"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",0
"28761",33," Self-emp-inc",49795," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,45," United-States",0
"28762",32," State-gov",131588," Some-college",10," Never-married"," Tech-support"," Unmarried"," Black"," Female",0,0,20," United-States",0
"28763",25," Private",307643," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",0
"28766",72," Private",156310," 10th",6," Married-civ-spouse"," Other-service"," Husband"," White"," Male",2414,0,12," United-States",0
"28767",36," Private",207789," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,52," United-States",0
"28768",67," Self-emp-not-inc",252842," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",1797,0,20," United-States",0
"28770",24," Private",196269," 11th",7," Married-civ-spouse"," Handlers-cleaners"," Husband"," Other"," Male",0,0,40," United-States",0
"28772",32," Self-emp-not-inc",267161," Bachelors",13," Divorced"," Exec-managerial"," Unmarried"," Black"," Female",0,0,30," United-States",0
"28774",21," ?",123983," Some-college",10," Never-married"," ?"," Other-relative"," Asian-Pac-Islander"," Male",0,0,10," Vietnam",0
"28775",51," Private",123053," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",5013,0,40," India",0
"28776",32," Private",426467," 1st-4th",2," Never-married"," Craft-repair"," Not-in-family"," White"," Male",3674,0,40," Guatemala",0
"28780",24," Private",211391," 10th",6," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,15," United-States",0
"28781",21," Local-gov",193130," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
