"AGE","WORKCLASS","FNLWGT","EDUCATION","EDUCATIONNUM","MARITALSTATUS","OCCUPATION","RELATIONSHIP","RACE","SEX","CAPITALGAIN","CAPITALLOSS","HOURSPERWEEK","NATIVECOUNTRY","ABOVE50K"
23," Private",107452," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",0
18," Private",198616," 12th",8," Never-married"," Craft-repair"," Own-child"," White"," Male",594,0,20," United-States",0
67," Federal-gov",223257," HS-grad",9," Widowed"," Other-service"," Unmarried"," White"," Male",0,0,40," United-States",0
31," Private",284703," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," Black"," Male",0,0,40," United-States",0
54," Private",35459," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States",0
47," Local-gov",138342," 11th",7," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",3411,0,40," El-Salvador",0
24," Private",132320," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,45," United-States",0
42," Self-emp-not-inc",29962," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,48," United-States",0
18," ?",67793," HS-grad",9," Never-married"," ?"," Own-child"," White"," Female",0,0,60," United-States",0
32," Private",94041," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,25," Ireland",0
44," Private",159580," 12th",8," Divorced"," Transport-moving"," Not-in-family"," White"," Female",0,0,40," United-States",0
49," Self-emp-inc",197332," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",0
26," Self-emp-not-inc",253899," Bachelors",13," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States",0
50," Self-emp-inc",175339," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1672,60," United-States",0
43," Local-gov",175526," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",0
43," Private",206833," HS-grad",9," Separated"," Handlers-cleaners"," Unmarried"," Black"," Female",0,0,45," United-States",0
43," Private",96421," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,24," Outlying-US(Guam-USVI-etc)",0
24," Private",270075," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,50," United-States",0
29," Private",58522," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
44," Private",157614," HS-grad",9," Divorced"," Sales"," Own-child"," White"," Male",0,0,38," United-States",0
40," Private",390369," HS-grad",9," Divorced"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",0
33," Private",336061," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",0
43," Private",245317," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States",0
26," Private",202091," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States",0
28," ?",131310," HS-grad",9," Separated"," ?"," Unmarried"," White"," Female",0,0,40," United-States",0
22," ?",219233," HS-grad",9," Never-married"," ?"," Own-child"," Black"," Male",0,1602,30," United-States",0
20," ?",174461," HS-grad",9," Never-married"," ?"," Own-child"," White"," Female",0,0,5," United-States",0
63," Private",133144," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",2580,0,20," United-States",0
22," ?",31102," Some-college",10," Never-married"," ?"," Own-child"," Asian-Pac-Islander"," Female",0,0,4," South",0
18," Private",161063," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States",0
45," Local-gov",234195," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,35," United-States",0
28," Private",375313," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Philippines",0
33," Private",157747," 9th",5," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,70," United-States",0
17," Private",146329," 12th",8," Never-married"," Sales"," Own-child"," White"," Female",0,0,23," United-States",0
31," Private",37546," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",0
32," Private",142675," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
32," Federal-gov",128714," HS-grad",9," Never-married"," Other-service"," Own-child"," Black"," Female",0,0,32," United-States",0
40," Private",187702," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States",0
25," ?",156848," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,40," United-States",0
23," Private",302195," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",0
41," Private",197093," Some-college",10," Never-married"," Other-service"," Not-in-family"," Black"," Male",0,0,20," United-States",0
28," Private",30912," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",0
38," Private",33397," HS-grad",9," Divorced"," Sales"," Unmarried"," White"," Female",0,0,40," United-States",0
20," Private",258298," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,20," United-States",0
20," ?",144685," Some-college",10," Never-married"," ?"," Own-child"," Asian-Pac-Islander"," Female",0,1602,40," Taiwan",0
26," Private",290286," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," Black"," Male",0,0,40," United-States",0
27," Private",411950," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,60," United-States",0
64," Private",256019," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,35," United-States",0
23," Private",135138," Bachelors",13," Never-married"," Sales"," Own-child"," Asian-Pac-Islander"," Male",0,0,40," United-States",0
37," Federal-gov",173192," Assoc-voc",11," Separated"," Adm-clerical"," Not-in-family"," Black"," Male",0,0,40," United-States",0
29," Private",160279," HS-grad",9," Divorced"," Machine-op-inspct"," Unmarried"," White"," Male",0,0,40," United-States",0
29," Private",162312," Assoc-voc",11," Never-married"," Machine-op-inspct"," Not-in-family"," Other"," Male",0,0,40," United-States",0
28," Private",108574," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States",0
21," Private",203076," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,35," United-States",0
24," Private",329852," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States",0
38," Private",34378," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," United-States",0
39," Private",456922," Bachelors",13," Divorced"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States",0
29," Private",190350," 12th",8," Never-married"," Other-service"," Unmarried"," Black"," Female",0,0,35," ?",0
51," Federal-gov",198186," Bachelors",13," Widowed"," Prof-specialty"," Not-in-family"," Black"," Female",0,0,40," United-States",0
17," Private",133449," 9th",5," Never-married"," Other-service"," Own-child"," Black"," Male",0,0,26," United-States",0
22," Private",385540," 10th",6," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," Mexico",0
18," Private",446839," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,30," United-States",0
40," Federal-gov",130749," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," Black"," Female",0,0,40," United-States",0
24," Private",270517," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," Mexico",0
37," Private",162494," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
37," Private",179137," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,39," United-States",0
72," Local-gov",144515," Doctorate",16," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1258,40," United-States",0
30," Private",185177," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,43," United-States",0
35," Private",183892," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
27," Private",219863," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",0
37," Private",69251," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," Asian-Pac-Islander"," Male",0,0,40," United-States",0
25," Private",189219," Bachelors",13," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," United-States",0
50," ?",257117," 9th",5," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,50," United-States",0
31," Private",126402," HS-grad",9," Never-married"," Farming-fishing"," Not-in-family"," Black"," Female",0,0,60," United-States",0
39," Self-emp-not-inc",68781," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
25," Private",188488," HS-grad",9," Never-married"," Machine-op-inspct"," Other-relative"," White"," Male",0,0,40," United-States",0
35," Private",63921," 5th-6th",3," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," Mexico",0
32," Private",291147," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",0
23," Private",595461," 7th-8th",4," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," Mexico",0
22," Private",183970," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," Black"," Male",0,0,40," United-States",0
35," Private",171968," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
27," Private",151382," 7th-8th",4," Divorced"," Machine-op-inspct"," Unmarried"," White"," Male",0,974,40," United-States",0
60," Private",320376," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,40," United-States",0
55," Self-emp-not-inc",105582," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",2228,0,50," United-States",0
31," Private",225507," Assoc-voc",11," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States",0
61," Local-gov",35001," 7th-8th",4," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",2885,0,40," United-States",0
66," Local-gov",157942," HS-grad",9," Widowed"," Transport-moving"," Not-in-family"," Black"," Female",0,0,40," United-States",0
39," Private",101260," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," United-States",0
25," Private",167835," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",3325,0,40," United-States",0
23," Private",256211," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,24," Vietnam",0
40," Private",184682," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
38," Self-emp-not-inc",140583," Masters",14," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,70," United-States",0
27," Private",210313," HS-grad",9," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,28," Guatemala",0
35," Private",207568," 10th",6," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States",0
24," Private",325596," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,35," United-States",0
55," Self-emp-not-inc",41938," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,8," United-States",0
34," Private",143699," HS-grad",9," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,15," United-States",0
37," Self-emp-not-inc",30973," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
31," Private",367314," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
23," Private",162228," HS-grad",9," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States",0
23," Private",434894," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," Black"," Male",0,0,40," United-States",0
31," Private",124420," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
45," Self-emp-not-inc",341117," Some-college",10," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,50," United-States",0
21," Private",126314," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,10," United-States",0
35," Private",126675," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,48," United-States",0
23," Private",218215," Assoc-acdm",12," Never-married"," Other-service"," Own-child"," White"," Female",0,0,35," United-States",0
58," State-gov",200316," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
61," ?",229744," 1st-4th",2," Married-civ-spouse"," ?"," Husband"," White"," Male",3942,0,20," Mexico",0
25," ?",196627," 11th",7," Never-married"," ?"," Own-child"," White"," Male",0,0,40," United-States",0
19," Private",279968," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,42," United-States",0
54," State-gov",197184," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,38," United-States",0
41," Local-gov",343079," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,1740,20," United-States",0
43," Private",227065," HS-grad",9," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",4650,0,40," United-States",0
30," Private",117393," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States",0
